FileName,Standard Industrial Classification
266533.txt,['6510']
270840.txt,['1311']
284166.txt,"['4931', '4931', '4911', '4911', '4911', '4911', '4924', '4911']"
272559.txt,['6189']
267723.txt,['8711']
269018.txt,['7371']
266704.txt,['6021']
280476.txt,['7900']
282367.txt,['2834']
274488.txt,['2300']
278639.txt,['5110']
270319.txt,['6798']
270147.txt,['7372']
267420.txt,['6189']
268804.txt,['6035']
271786.txt,['6798']
267835.txt,"['6798', '6798']"
278309.txt,['6022']
274071.txt,['6189']
279171.txt,['6022']
272917.txt,['6500']
284050.txt,['4953']
269813.txt,['2834']
265650.txt,['5812']
266813.txt,['2911']
280641.txt,['7374']
268051.txt,['3714']
278429.txt,['1531']
266621.txt,['2834']
278310.txt,['3640']
275398.txt,['2842']
278858.txt,['6022']
273295.txt,['6189']
265855.txt,['7200']
269616.txt,['3841']
281276.txt,['7359']
271110.txt,['4899']
276322.txt,['6159']
276710.txt,"['4911', '4911', '4911', '4911', '4911', '4911', '4911', '4911']"
273649.txt,[]
276904.txt,['6794']
267087.txt,['6022']
285103.txt,['3674']
274934.txt,['6189']
274079.txt,['6189']
272547.txt,['7374']
275614.txt,"['4924', '4924', '4924']"
283936.txt,['6189']
272198.txt,['8071']
276661.txt,['3559']
285349.txt,['2836']
273256.txt,['6189']
280665.txt,['2834']
279202.txt,['6022']
267990.txt,['3990']
275495.txt,['5331']
277666.txt,['6770']
279636.txt,['7372']
266181.txt,['4911']
279286.txt,['2844']
278516.txt,['6798']
281510.txt,['2834']
269506.txt,['3350']
277461.txt,['6021']
266231.txt,['4731']
282851.txt,['6189']
279235.txt,['7900']
274757.txt,['6770']
268790.txt,['6519']
275973.txt,['6022']
267223.txt,['2834']
280328.txt,['4812']
281240.txt,['4731']
270756.txt,[]
277854.txt,['1389']
284310.txt,['6199']
277280.txt,['4512']
266495.txt,['6799']
272235.txt,['5961']
284453.txt,['3841']
265232.txt,['2844']
281780.txt,['7371']
271468.txt,['6798']
273507.txt,['6770']
280358.txt,['6282']
274302.txt,['7380']
281043.txt,['3714']
278532.txt,['2421']
271139.txt,['5812']
267592.txt,['6022']
268170.txt,['6111']
269703.txt,['4841']
274837.txt,['8000']
265842.txt,['7371']
281213.txt,['6798']
274405.txt,['6189']
275842.txt,['4924']
281864.txt,['7371']
270324.txt,['6500']
277801.txt,['1311']
268313.txt,['1311']
273195.txt,['2834']
271817.txt,['2834']
278294.txt,['6500']
282744.txt,['7990']
276787.txt,['3571']
280361.txt,['8071']
272407.txt,['6189']
279575.txt,['2834']
280374.txt,['3721']
283985.txt,['6770']
278203.txt,['3728']
276956.txt,['2650']
278618.txt,['3714']
278205.txt,['3674']
269363.txt,['5020']
266898.txt,['6311']
284496.txt,['3541']
275360.txt,['3540']
283680.txt,['3663']
268067.txt,['7389']
285730.txt,['7359']
271003.txt,['7389']
268892.txt,['2834']
273155.txt,['6770']
266686.txt,['3100']
277948.txt,['3470']
284336.txt,['3390']
268385.txt,['3559']
279480.txt,['7389']
274743.txt,['2834']
269465.txt,['7200']
282614.txt,['6189']
275609.txt,['1040']
266122.txt,['1311']
276876.txt,['3490']
274310.txt,['7372']
281413.txt,['1040']
285381.txt,['3845']
280714.txt,['6770']
285444.txt,['5700']
284803.txt,['3842']
265074.txt,['1311']
277460.txt,['3585']
265751.txt,['6036']
277463.txt,['5190']
285653.txt,['3634']
281039.txt,['3661']
274118.txt,"['6189', '6189']"
274605.txt,['6770']
277562.txt,['6141']
267393.txt,['3841']
272693.txt,['6189']
281699.txt,['5122']
282946.txt,['1311']
274001.txt,"['6189', '6189']"
278446.txt,['2835']
282331.txt,['2400']
274444.txt,['6189']
274539.txt,['5090']
271839.txt,['6189']
282280.txt,['6189']
279759.txt,['3842']
275571.txt,['3669']
276120.txt,['2810']
268823.txt,"['6221', '6221']"
273028.txt,['7370']
279861.txt,['3590']
275154.txt,['6770']
285153.txt,['6035']
273913.txt,['7380']
274234.txt,['6189']
283142.txt,['8200']
283293.txt,['6189']
274154.txt,['6331']
266482.txt,['2080']
281279.txt,['6035']
271617.txt,['6798']
284035.txt,['6189']
271741.txt,['6282']
273449.txt,['4610']
283931.txt,['6189']
273409.txt,['2834']
271868.txt,['7380']
275747.txt,['6022']
266855.txt,['7373']
274306.txt,['2330']
272753.txt,['6798']
282239.txt,['7372']
266801.txt,['6189']
272390.txt,['2834']
267084.txt,['6035']
284490.txt,"['4931', '4911', '4931']"
272974.txt,['6189']
273865.txt,['6035']
271877.txt,['6189']
278843.txt,['2800']
268816.txt,['6531']
281216.txt,['7372']
270585.txt,['0100']
271094.txt,['7380']
273289.txt,['2836']
266988.txt,['2860']
267470.txt,"['6189', '6189']"
281141.txt,['5140']
276453.txt,['1311']
274845.txt,['5500']
273601.txt,['6189']
279978.txt,['3841']
282075.txt,['2860']
276052.txt,['7311']
283488.txt,['6189']
271582.txt,['2080']
269807.txt,['8742']
280628.txt,['7372']
285181.txt,['6141']
270785.txt,['6035']
285278.txt,['7372']
283663.txt,[]
274247.txt,['7372']
285108.txt,['2836']
285813.txt,['3571']
278662.txt,['1520']
274170.txt,['8742']
278454.txt,['5900']
280246.txt,['6189']
270417.txt,['2834']
267890.txt,['3350']
279003.txt,['6022']
276070.txt,"['4911', '4911']"
276611.txt,['3841']
278375.txt,['3841']
273672.txt,['2834']
281809.txt,['7389']
266797.txt,['7830']
285830.txt,['3861']
285769.txt,['2835']
275529.txt,['4512']
266362.txt,['3060']
272139.txt,['6189']
269349.txt,['6022']
270452.txt,['7310']
267141.txt,['7371']
281318.txt,['7389']
278189.txt,['2844']
271549.txt,['8711']
267427.txt,['3841']
271045.txt,['7371']
269262.txt,['7389']
284118.txt,['6189']
275849.txt,['1531']
278867.txt,['3559']
268977.txt,"['6221', '6211', '6211', '6211', '6211', '6211', '6211', '6211']"
274009.txt,['7990']
274055.txt,['6022']
285778.txt,['6331']
280450.txt,['6770']
275530.txt,['4512']
279610.txt,['6798']
278876.txt,['4011']
271115.txt,['1311']
265772.txt,"['7359', '7359']"
267124.txt,['1040']
282499.txt,['6221']
265281.txt,['8082']
284023.txt,['6770']
271186.txt,['2834']
275017.txt,['2834']
265417.txt,['8700']
275091.txt,['6189']
277124.txt,['5812']
267941.txt,['7389']
276363.txt,['5812']
285661.txt,['2650']
270163.txt,['7363']
285392.txt,['8711']
277228.txt,['7373']
280656.txt,['1040']
285297.txt,['3823']
273681.txt,"['6798', '6798']"
284477.txt,['6770']
271894.txt,['1000']
283222.txt,['6189']
281169.txt,['2834']
285738.txt,['4832']
283333.txt,['4841']
275531.txt,['2780']
276217.txt,['1090']
277639.txt,['7011']
278891.txt,['5331']
284802.txt,"['6798', '6798']"
283184.txt,"['6189', '6189']"
271365.txt,['6189']
271568.txt,['7359']
273373.txt,['6189']
278468.txt,['3100']
271778.txt,['6189']
284928.txt,['6531']
279631.txt,['4931']
276521.txt,['2451']
281329.txt,['2834']
270995.txt,['6798']
270996.txt,['6798']
268219.txt,['7389']
282051.txt,['2834']
283350.txt,['6189']
278819.txt,['5900']
268741.txt,['1382']
268338.txt,['6189']
277212.txt,['6022']
267010.txt,['7389']
267645.txt,['8742']
280903.txt,['2834']
279311.txt,['6022']
267620.txt,['6512']
284622.txt,['2070']
267438.txt,['3841']
283615.txt,['6189']
285130.txt,['1381']
266537.txt,['2890']
271343.txt,['6189']
272931.txt,['6770']
268372.txt,['1382']
277486.txt,"['4911', '4911']"
267136.txt,"['1381', '1381']"
267863.txt,['8062']
269645.txt,['2860']
285610.txt,['5190']
275318.txt,['6770']
272061.txt,['2834']
272801.txt,['6189']
284860.txt,['6022']
268851.txt,"['6189', '6189']"
279400.txt,['4731']
282458.txt,['4931']
284855.txt,"['4900', '4931', '4911', '4911', '4911', '4911']"
268744.txt,['7310']
281871.txt,['7370']
276735.txt,['1389']
265487.txt,['5080']
280404.txt,['0100']
281868.txt,['6331']
270359.txt,['1311']
279481.txt,['2800']
273040.txt,['6022']
277874.txt,['6021']
265638.txt,['7380']
270261.txt,['6798']
269458.txt,['1040']
283631.txt,['6770']
277867.txt,['3674']
266178.txt,['7310']
285363.txt,['7311']
278817.txt,['6798']
274088.txt,"['6189', '6189']"
279758.txt,['7389']
284238.txt,['4512']
278125.txt,['6532']
274318.txt,['6189']
271338.txt,['6189']
268154.txt,['2834']
279711.txt,['3490']
269599.txt,['2834']
285524.txt,['3140']
272092.txt,['6798']
277015.txt,['2320']
266071.txt,['3480']
273741.txt,['6189']
284115.txt,['6189']
277388.txt,['2834']
269278.txt,['5960']
279766.txt,['3440']
274812.txt,['2836']
282133.txt,['2834']
278187.txt,['6022']
273926.txt,['6189']
276677.txt,['3312']
278593.txt,['3690']
266969.txt,['4813']
266643.txt,['3714']
282940.txt,"['7510', '7510']"
268379.txt,['6221']
267791.txt,['2834']
278803.txt,"['4900', '4931', '4911', '4911', '4911', '4911']"
282296.txt,['3713']
277889.txt,['6022']
275641.txt,['6022']
274645.txt,['7310']
278382.txt,['6331']
270002.txt,['6022']
284395.txt,['6022']
285006.txt,['4213']
279849.txt,['2844']
280055.txt,"['4841', '4841']"
269383.txt,['2030']
278295.txt,['6500']
278526.txt,['1311']
278002.txt,['4813']
271508.txt,['3751']
271722.txt,['6189']
281151.txt,['3841']
265090.txt,['5990']
276862.txt,['4922']
273725.txt,['2750']
279529.txt,['2834']
267116.txt,['6022']
282349.txt,['5945']
273877.txt,['2834']
283591.txt,['5812']
285766.txt,['3714']
283536.txt,"['6189', '6189']"
279338.txt,"['4924', '4923']"
277458.txt,['4953']
274744.txt,['6221']
266100.txt,['1311']
268753.txt,['4911']
276025.txt,['3560']
278996.txt,"['4931', '4911', '4931', '4931', '4911', '4931', '4911', '4931', '4911']"
266934.txt,['5122']
282681.txt,['7374']
276905.txt,['6159']
271523.txt,['6798']
274856.txt,['6500']
278815.txt,['7371']
273320.txt,['3841']
284197.txt,['6324']
268875.txt,"['6189', '6189']"
266698.txt,['2834']
273702.txt,['7371']
278899.txt,['5072']
273933.txt,['6189']
270044.txt,['0900']
272720.txt,['7374']
272988.txt,['2833']
276280.txt,['7990']
271771.txt,['6021']
285314.txt,['1311']
284751.txt,['4931']
284117.txt,['6189']
282128.txt,['5500']
265453.txt,['6531']
272878.txt,['5013']
277368.txt,['5200']
271679.txt,['1400']
265893.txt,['1731']
271888.txt,['6189']
282225.txt,['1311']
270611.txt,['3826']
278951.txt,['6199']
265382.txt,['3674']
269822.txt,['7990']
268906.txt,['7830']
271948.txt,['5600']
278787.txt,['6021']
280414.txt,['6035']
274857.txt,['3580']
274060.txt,['7372']
279347.txt,['3825']
281252.txt,['6798']
280566.txt,['2834']
270518.txt,['6798']
281404.txt,['6798']
273982.txt,['7948']
280161.txt,['7371']
279140.txt,['6035']
273886.txt,['2750']
268224.txt,['4922']
282201.txt,['2711']
284935.txt,['3569']
271320.txt,['2860']
284670.txt,['7200']
276486.txt,['3679']
277197.txt,['5940']
279237.txt,['5080']
266873.txt,['6411']
267432.txt,['8731']
284291.txt,['6022']
279902.txt,['6189']
271791.txt,['6189']
268283.txt,['0100']
274046.txt,['6189']
274307.txt,['6189']
272113.txt,['2834']
283404.txt,['6189']
274788.txt,['7370']
269563.txt,['4731']
278009.txt,['3812']
278280.txt,"['6189', '6189']"
283959.txt,"['6189', '6189']"
265206.txt,['3944']
275806.txt,['6022']
278565.txt,['7389']
266404.txt,['3620']
277813.txt,['4941']
285158.txt,['5810']
274343.txt,['6798']
266985.txt,['6324']
279137.txt,"['6798', '6798']"
284225.txt,"['4931', '4931']"
276129.txt,['2870']
269667.txt,['1389']
271857.txt,['5411']
275420.txt,['5172']
281743.txt,['3559']
267766.txt,"['6189', '6189']"
271411.txt,['6798']
280873.txt,['1000']
271883.txt,['2834']
282818.txt,"['2911', '2911']"
280918.txt,['7372']
285504.txt,"['6189', '6189']"
278702.txt,['3510']
275474.txt,['3490']
280212.txt,['3841']
273326.txt,['5047']
284404.txt,['3711']
278089.txt,['3842']
271251.txt,['0900']
266800.txt,['6189']
267939.txt,['1311']
276198.txt,['6211']
273444.txt,['6189']
265899.txt,['7372']
269416.txt,['3841']
278439.txt,['5810']
281676.txt,['1382']
276262.txt,['5812']
268059.txt,['6513']
277417.txt,['3841']
274506.txt,['6189']
283962.txt,['5411']
277346.txt,['6021']
281122.txt,['6331']
284501.txt,['4400']
276728.txt,['8090']
274496.txt,['6189']
266212.txt,['6770']
274740.txt,['5810']
266004.txt,['7389']
283939.txt,['6189']
277587.txt,['6311']
274469.txt,['6189']
265261.txt,['3841']
268179.txt,['6111']
270369.txt,['6798']
266859.txt,['3812']
276680.txt,['7374']
274019.txt,['7200']
281391.txt,['2080']
266767.txt,['2834']
284277.txt,['6022']
275587.txt,['6021']
273221.txt,['7389']
275827.txt,['3714']
268754.txt,['4911']
282601.txt,"['1400', '1540']"
277061.txt,['4911']
282292.txt,['6512']
276827.txt,"['4911', '4911']"
273788.txt,['6189']
266619.txt,['1389']
281981.txt,['3790']
274447.txt,['6189']
272280.txt,['7371']
280222.txt,['2810']
280803.txt,['2836']
283045.txt,['6189']
279285.txt,['3510']
274567.txt,['7372']
270320.txt,['6798']
273952.txt,['6770']
277663.txt,['2834']
276696.txt,['3524']
266065.txt,['6022']
273499.txt,['6189']
273183.txt,['2711']
282430.txt,['3533']
274830.txt,['7389']
266128.txt,['4922']
272829.txt,['2834']
279233.txt,['2834']
273196.txt,['2834']
284394.txt,['6022']
270056.txt,['6798']
281805.txt,['3420']
265277.txt,['6282']
284407.txt,['6141']
271825.txt,['1531']
268035.txt,['3711']
269559.txt,['1311']
274588.txt,['3533']
281392.txt,['6189']
283975.txt,['5531']
273525.txt,['6199']
268037.txt,['8731']
282119.txt,['1311']
280209.txt,['3841']
281950.txt,['4610']
283898.txt,"['6189', '6189']"
280817.txt,['5400']
267441.txt,['3841']
274183.txt,['6189']
277480.txt,['6022']
274852.txt,['7374']
276878.txt,['3640']
268610.txt,['4700']
274382.txt,['6189']
283684.txt,['7374']
277464.txt,['5190']
282688.txt,['3433']
276843.txt,['4931']
278590.txt,['5200']
282436.txt,['2834']
284586.txt,['1311']
270283.txt,['3845']
275300.txt,['6189']
275932.txt,"['4911', '4911', '4911', '4911', '4924', '4911']"
280560.txt,['3663']
283430.txt,['6189']
268525.txt,['4512']
274503.txt,['3533']
272805.txt,['5812']
284557.txt,['2520']
269301.txt,['7200']
265642.txt,['5960']
269036.txt,['6282']
284027.txt,['6189']
279959.txt,['3661']
281604.txt,['2834']
266010.txt,['1221']
266198.txt,['5912']
285394.txt,['6399']
272439.txt,['6022']
279304.txt,['2834']
266338.txt,['3533']
266299.txt,['6021']
281933.txt,['8090']
281481.txt,['7359']
281763.txt,['2834']
278756.txt,['5080']
284708.txt,['2835']
269880.txt,['2834']
285064.txt,['3821']
275394.txt,"['6189', '6189', '6189', '6189', '6189', '6189', '6189']"
267970.txt,['1040']
271188.txt,['2834']
270038.txt,[]
279650.txt,['7389']
279760.txt,[]
266552.txt,['3670']
266544.txt,['7372']
267118.txt,['2835']
276056.txt,"['4931', '4931', '4931']"
267507.txt,['3661']
271148.txt,['7600']
269034.txt,['6331']
269256.txt,['6035']
267958.txt,['2842']
280658.txt,['2834']
271813.txt,['6500']
271223.txt,"['6189', '6189', '6189']"
282745.txt,['2834']
276732.txt,['3842']
269407.txt,['3990']
282991.txt,['6798']
278441.txt,['7011']
282923.txt,['6189']
280033.txt,['2911']
267419.txt,['7389']
276494.txt,['6022']
265491.txt,['6022']
279684.txt,['2834']
272945.txt,['6189']
284487.txt,['1600']
271143.txt,['6221']
276589.txt,['5500']
284055.txt,['7374']
269639.txt,['6221']
278979.txt,['3011']
280860.txt,"['6221', '6221']"
268717.txt,['3663']
280592.txt,['6035']
272293.txt,['1000']
277475.txt,['2870']
265814.txt,['6022']
280729.txt,"['6221', '6221']"
265298.txt,['1311']
273189.txt,['7359']
266406.txt,['6021']
276174.txt,['6500']
266651.txt,['7372']
272633.txt,['4013']
283628.txt,['6189']
285789.txt,['5072']
278238.txt,['5047']
272983.txt,['6282']
268898.txt,['3433']
271527.txt,['7374']
274030.txt,['3334']
272684.txt,['6189']
278197.txt,['3944']
267102.txt,['6282']
265705.txt,['5812']
276116.txt,['2711']
279305.txt,['6099']
276806.txt,['6021']
276323.txt,['6159']
279428.txt,['3812']
268211.txt,['1000']
283254.txt,['4911']
278078.txt,['7389']
268779.txt,['6189']
285557.txt,['6798']
273579.txt,['2844']
266597.txt,['6036']
278688.txt,['3861']
272408.txt,['6189']
267996.txt,['2400']
270238.txt,['2834']
274198.txt,['6189']
265185.txt,['3663']
271027.txt,['7372']
267539.txt,['2834']
266200.txt,['2711']
284003.txt,['8742']
268807.txt,['3751']
285855.txt,['4911']
282779.txt,['2836']
267466.txt,"['6189', '6189']"
272374.txt,['6799']
285205.txt,['2836']
271241.txt,['6798']
269928.txt,['3669']
270506.txt,['8742']
267566.txt,"['4841', '4841']"
269631.txt,['3841']
276263.txt,['5812']
271397.txt,['2834']
274548.txt,['6035']
279410.txt,['2800']
275764.txt,['3669']
268165.txt,['6189']
280537.txt,['6221']
276770.txt,['4813']
277915.txt,['2834']
280329.txt,['6189']
277613.txt,['3714']
273680.txt,"['6798', '6798']"
267468.txt,"['6189', '6189']"
279613.txt,['6022']
268344.txt,['5700']
265734.txt,['6798']
280759.txt,['4700']
284827.txt,['7372']
280936.txt,['5500']
274912.txt,['6770']
274897.txt,['6189']
268207.txt,['3021']
280965.txt,['4832']
272226.txt,['6798']
272371.txt,['6189']
266248.txt,['6022']
271339.txt,['6189']
282752.txt,['3714']
269730.txt,['5031']
268553.txt,['3728']
267409.txt,['6798']
285744.txt,"['4900', '4931', '4911', '4911', '4911', '4911']"
272202.txt,['6021']
267818.txt,['6798']
275130.txt,"['6189', '6189']"
276240.txt,['3231']
281017.txt,['7389']
284578.txt,['3089']
267265.txt,['6035']
267658.txt,['1311']
283046.txt,['6189']
274864.txt,['7200']
283749.txt,['6021']
285195.txt,['3949']
271589.txt,['1531']
273694.txt,['6189']
277006.txt,['3825']
276969.txt,['3714']
265101.txt,"['6189', '6189', '6189']"
267969.txt,['2080']
273899.txt,['6331']
279998.txt,['2836']
267575.txt,['6798']
281592.txt,[]
271616.txt,['3841']
265879.txt,['2800']
269734.txt,['7373']
266079.txt,['2890']
267731.txt,['1311']
266640.txt,['4610']
265589.txt,['1221']
270192.txt,['3823']
266326.txt,['7310']
270915.txt,['3845']
278120.txt,['4911']
285552.txt,['2834']
285439.txt,['5065']
268010.txt,['5810']
272719.txt,['7372']
277684.txt,['2911']
285221.txt,['6111']
284366.txt,['4513']
275304.txt,['6189']
285427.txt,['4400']
277433.txt,['3081']
270231.txt,['4841']
270754.txt,['6311']
279951.txt,['3510']
280995.txt,['7372']
284139.txt,['2834']
271579.txt,['8200']
270478.txt,['2834']
282241.txt,['2834']
272185.txt,['2834']
269322.txt,['7830']
283304.txt,['3669']
280036.txt,['6035']
268688.txt,['2834']
270558.txt,['3861']
267838.txt,['3826']
266398.txt,['5030']
268293.txt,['2834']
271483.txt,['2834']
272429.txt,['1311']
284884.txt,['6798']
270514.txt,['2834']
271849.txt,['6798']
266679.txt,['6021']
278013.txt,['2060']
275079.txt,['2834']
276404.txt,['6021']
277041.txt,['3672']
285497.txt,['3443']
266964.txt,[]
271649.txt,['2834']
276632.txt,['3663']
278583.txt,['6798']
282665.txt,['6500']
270360.txt,['7311']
278200.txt,['6500']
279323.txt,['2511']
278614.txt,['2650']
285844.txt,['3334']
269336.txt,['7200']
278343.txt,['3679']
270351.txt,['2860']
279977.txt,['4833']
272288.txt,['6189']
283413.txt,['6221']
272037.txt,['3829']
281086.txt,['7380']
269195.txt,['7372']
277750.txt,['7011']
272246.txt,"['6189', '6189', '6189']"
266771.txt,['3990']
270499.txt,['6199']
267395.txt,['1400']
283063.txt,['2800']
280966.txt,['2834']
267694.txt,['3841']
279877.txt,['2050']
274814.txt,['2836']
274658.txt,['6189']
285214.txt,['6500']
268168.txt,['6111']
280311.txt,['2834']
269177.txt,['2820']
272126.txt,['6189']
275814.txt,['4813']
271033.txt,['5045']
267191.txt,['7841']
275689.txt,['6792']
280340.txt,['7900']
284016.txt,['6770']
284418.txt,['3730']
275959.txt,['1389']
267842.txt,['6035']
280939.txt,[]
270744.txt,['4700']
271687.txt,['4911']
285173.txt,['6311']
285112.txt,['2221']
279189.txt,['7372']
281228.txt,['3841']
284773.txt,['4813']
266872.txt,['6411']
283208.txt,['7374']
280116.txt,['2834']
265071.txt,['5010']
281375.txt,['7372']
280083.txt,['1000']
269019.txt,['3841']
279467.txt,['6221']
280462.txt,['2400']
265761.txt,['7371']
273336.txt,['5944']
282755.txt,['4911']
277281.txt,['2835']
268380.txt,['7372']
266332.txt,['3470']
278319.txt,['3674']
285530.txt,['8082']
276390.txt,['7372']
279754.txt,['3690']
275943.txt,['3561']
267188.txt,['2200']
272498.txt,['5200']
272703.txt,[]
266863.txt,['5084']
268427.txt,['2834']
272086.txt,['6035']
280831.txt,"['6221', '6221']"
269939.txt,['1382']
266243.txt,['6513']
274202.txt,['6189']
265254.txt,['6022']
270736.txt,['7370']
276863.txt,['2060']
284603.txt,['6282']
267464.txt,"['6189', '6189']"
276252.txt,['6513']
268831.txt,"['6221', '6221']"
277304.txt,['3350']
279968.txt,['5122']
279465.txt,['7371']
272317.txt,['6189']
265133.txt,['2834']
281980.txt,['2834']
270087.txt,['8090']
285739.txt,['2836']
283800.txt,['6189']
282176.txt,"['6798', '6798']"
